10:57, 19, 40
11:02, 19, 40
11:07, 19, 39
11:12, 19, 39
11:17, 19, 39
11:21, 19, 39
11:26, 19, 39
11:31, 19, 39
11:36, 19, 39
11:41, 19, 39
11:46, 19, 39
11:51, 19, 39
11:56, 19, 39
12:01, 19, 39
12:06, 19, 39
12:11, 19, 39
12:16, 19, 39
12:21, 19, 39
12:26, 19, 39
12:32, 19, 39
12:37, 19, 39
12:42, 19, 39
12:47, 19, 39
12:52, 19, 39
12:57, 19, 39
13:02, 19, 39
13:07, 19, 39
13:12, 19, 39
13:17, 19, 39
13:22, 19, 39
13:27, 19, 39
13:32, 19, 39
13:37, 19, 39
13:42, 19, 39
13:47, 19, 39
13:52, 19, 40
13:57, 19, 40
14:02, 19, 40
14:07, 19, 39
14:12, 19, 40
14:18, 19, 39
14:23, 19, 40
14:28, 19, 40
14:33, 19, 39
14:38, 19, 39
14:43, 19, 40
14:48, 19, 39
14:53, 19, 40
14:58, 19, 40
15:03, 19, 40
15:08, 19, 41
15:13, 19, 43
15:18, 19, 43
15:23, 19, 42
15:28, 19, 42
15:33, 0, 0
15:38, 19, 43
15:43, 19, 42
15:48, 19, 43
15:53, 19, 43
15:58, 19, 43
16:03, 19, 43
16:09, 19, 43
16:14, 19, 43
16:19, 19, 43
16:24, 19, 43
16:29, 19, 43
16:34, 19, 43
16:39, 19, 43
16:44, 19, 43
16:49, 19, 43
16:54, 19, 43
16:59, 19, 43
17:04, 19, 43
17:09, 19, 43
17:14, 19, 43
17:19, 19, 43
17:24, 19, 44
17:29, 19, 44
17:34, 19, 44
17:39, 19, 44
17:44, 19, 44
17:49, 19, 44
17:54, 19, 44
17:59, 19, 44
18:04, 19, 44
18:07, 19, 45
18:22, 19, 45
18:37, 0, 0
18:43,18,46,True
18:43,19,47,True
18:43,19,47,True
18:43,19,47,True
18:44,19,47,True
18:44,19,47,True
